,date,name,ratio,div
0,2017-05-27,김동한,4.0,0.0
1,2017-05-27,강다니엘,100.0,0.0
2,2017-05-27,박우진,5.0,0.0
3,2017-05-27,권현빈,5.0,0.0
4,2017-05-27,이건희,2.0,0.0
5,2017-05-27,하성운,100.0,1.0
6,2017-05-27,김재환,15.0,1.0
7,2017-05-27,이우진,10.0,1.0
8,2017-05-27,김예현,4.0,1.0
9,2017-05-27,노태현,17.0,1.0
10,2017-05-27,이대휘,5.0,2.0
11,2017-05-27,김종현,43.0,2.0
12,2017-05-27,라이관린,16.0,2.0
13,2017-05-27,장문복,100.0,2.0
14,2017-05-27,임영민,22.0,2.0
15,2017-05-27,이의웅,17.0,3.0
16,2017-05-27,박우담,9.0,3.0
17,2017-05-27,옹성우,76.0,3.0
18,2017-05-27,안형섭,15.0,3.0
19,2017-05-27,박지훈,100.0,3.0
20,2017-05-27,김태동,7.0,4.0
21,2017-05-27,배진영,24.0,4.0
22,2017-05-27,서성혁,9.0,4.0
23,2017-05-27,유선호,11.0,4.0
24,2017-05-27,김사무엘,100.0,4.0
25,2017-05-27,강동호,100.0,5.0
26,2017-05-27,타카다켄타,7.0,5.0
27,2017-05-27,김동현,10.0,5.0
28,2017-05-27,최민기,12.0,5.0
29,2017-05-27,윤지성,18.0,5.0
30,2017-05-27,정세운,53.0,6.0
31,2017-05-27,주학년,70.0,6.0
32,2017-05-27,김상균,46.0,6.0
33,2017-05-27,김용국,54.0,6.0
34,2017-05-27,황민현,100.0,6.0
35,2017-05-28,김용국,22.0,0.0
36,2017-05-28,하성운,100.0,0.0
37,2017-05-28,안형섭,30.0,0.0
38,2017-05-28,라이관린,85.0,0.0
39,2017-05-28,김태동,12.0,0.0
40,2017-05-28,타카다켄타,19.0,1.0
41,2017-05-28,김재환,34.0,1.0
42,2017-05-28,노태현,43.0,1.0
43,2017-05-28,강동호,100.0,1.0
44,2017-05-28,주학년,40.0,1.0
45,2017-05-28,권현빈,90.0,2.0
46,2017-05-28,박우담,30.0,2.0
47,2017-05-28,이의웅,62.0,2.0
48,2017-05-28,박우진,100.0,2.0
49,2017-05-28,서성혁,32.0,2.0
50,2017-05-28,유선호,29.0,3.0
51,2017-05-28,김예현,25.0,3.0
52,2017-05-28,이우진,29.0,3.0
53,2017-05-28,이대휘,100.0,3.0
54,2017-05-28,정세운,36.0,3.0
55,2017-05-28,박지훈,100.0,4.0
56,2017-05-28,김동현,27.0,4.0
57,2017-05-28,황민현,64.0,4.0
58,2017-05-28,윤지성,30.0,4.0
59,2017-05-28,김사무엘,73.0,4.0
60,2017-05-28,임영민,100.0,5.0
61,2017-05-28,김동한,12.0,5.0
62,2017-05-28,옹성우,47.0,5.0
63,2017-05-28,이건희,11.0,5.0
64,2017-05-28,장문복,73.0,5.0
65,2017-05-28,최민기,7.0,6.0
66,2017-05-28,강다니엘,100.0,6.0
67,2017-05-28,김상균,10.0,6.0
68,2017-05-28,김종현,23.0,6.0
69,2017-05-28,배진영,14.0,6.0
70,2017-05-29,장문복,88.0,0.0
71,2017-05-29,김재환,21.0,0.0
72,2017-05-29,박우진,100.0,0.0
73,2017-05-29,서성혁,8.0,0.0
74,2017-05-29,김예현,12.0,0.0
75,2017-05-29,최민기,28.0,1.0
76,2017-05-29,김용국,66.0,1.0
77,2017-05-29,박우담,14.0,1.0
78,2017-05-29,강동호,100.0,1.0
79,2017-05-29,이건희,28.0,1.0
80,2017-05-29,타카다켄타,51.0,2.0
81,2017-05-29,김태동,46.0,2.0
82,2017-05-29,이의웅,88.0,2.0
83,2017-05-29,김상균,100.0,2.0
84,2017-05-29,유선호,64.0,2.0
85,2017-05-29,강다니엘,100.0,3.0
86,2017-05-29,권현빈,2.0,3.0
87,2017-05-29,윤지성,1.0,3.0
88,2017-05-29,김동현,1.0,3.0
89,2017-05-29,김종현,3.0,3.0
90,2017-05-29,이우진,19.0,4.0
91,2017-05-29,안형섭,31.0,4.0
92,2017-05-29,정세운,37.0,4.0
93,2017-05-29,주학년,100.0,4.0
94,2017-05-29,배진영,53.0,4.0
95,2017-05-29,옹성우,100.0,5.0
96,2017-05-29,라이관린,87.0,5.0
97,2017-05-29,노태현,43.0,5.0
98,2017-05-29,황민현,79.0,5.0
99,2017-05-29,김사무엘,89.0,5.0
100,2017-05-29,박지훈,81.0,6.0
101,2017-05-29,김동한,7.0,6.0
102,2017-05-29,임영민,100.0,6.0
103,2017-05-29,하성운,44.0,6.0
104,2017-05-29,이대휘,27.0,6.0
105,2017-05-30,옹성우,96.0,0.0
106,2017-05-30,이의웅,23.0,0.0
107,2017-05-30,하성운,100.0,0.0
108,2017-05-30,김종현,57.0,0.0
109,2017-05-30,타카다켄타,17.0,0.0
110,2017-05-30,노태현,30.0,1.0
111,2017-05-30,이대휘,56.0,1.0
112,2017-05-30,박지훈,100.0,1.0
113,2017-05-30,김동현,22.0,1.0
114,2017-05-30,권현빈,37.0,1.0
115,2017-05-30,임영민,100.0,2.0
116,2017-05-30,서성혁,3.0,2.0
117,2017-05-30,박우진,24.0,2.0
118,2017-05-30,강동호,22.0,2.0
