,date,name,ratio,div
0,2016-01-01,허찬미,100,0
1,2016-01-01,황아영,31,0
2,2016-01-01,허샘,3,0
3,2016-01-01,주결경,31,0
4,2016-01-01,임효선,20,0
5,2016-01-01,김태하,100,1
6,2016-01-01,이세흔,3,1
7,2016-01-01,김보선,3,1
8,2016-01-01,캐서린리,0,1
9,2016-01-01,오한아름,3,1
10,2016-01-01,최은빈,1,2
11,2016-01-01,김연경,100,2
12,2016-01-01,응씨카이,1,2
13,2016-01-01,한지연,21,2
14,2016-01-01,김우정,7,2
15,2016-01-01,김수현,100,3
16,2016-01-01,윤유담,0,3
17,2016-01-01,박시연,0,3
18,2016-01-01,강예빈,0,3
19,2016-01-01,안유미,0,3
20,2016-01-01,오서정,1,4
21,2016-01-01,유수아,0,4
22,2016-01-01,이해인,100,4
23,2016-01-01,황리유,0,4
24,2016-01-01,이윤서,2,4
25,2016-01-01,최유정,2,5
26,2016-01-01,안예슬,1,5
27,2016-01-01,황수연,0,5
28,2016-01-01,강시현,0,5
29,2016-01-01,김민정,100,5
30,2016-01-01,김민지,5,6
31,2016-01-01,김나영,100,6
32,2016-01-01,김솔이,0,6
33,2016-01-01,이채린,0,6
34,2016-01-01,이서정,0,6
35,2016-01-01,김설아,3,7
36,2016-01-01,서혜린,9,7
37,2016-01-01,전소미,13,7
38,2016-01-01,김형은,11,7
39,2016-01-01,정은우,100,7
40,2016-01-01,김홍은,0,8
41,2016-01-01,정해림,1,8
42,2016-01-01,임나영,3,8
43,2016-01-01,박소연,100,8
44,2016-01-01,황세영,1,8
45,2016-01-01,아리요시리사,2,9
46,2016-01-01,윤채경,9,9
47,2016-01-01,김도희,100,9
48,2016-01-01,남수진,2,9
49,2016-01-01,김하윤,19,9
50,2016-01-01,기희현,39,10
51,2016-01-01,권은빈,27,10
52,2016-01-01,박세희,100,10
53,2016-01-01,김소혜,72,10
54,2016-01-01,박하이,31,10
55,2016-01-01,한혜리,40,11
56,2016-01-01,김청하,2,11
57,2016-01-01,윤서형,4,11
58,2016-01-01,강경원,100,11
59,2016-01-01,김미소,68,11
60,2016-01-01,조시윤,0,12
61,2016-01-01,이수민,100,12
62,2016-01-01,황인선,0,12
63,2016-01-01,박해영,0,12
64,2016-01-01,강시라,0,12
65,2016-01-01,김시현,72,13
66,2016-01-01,방준희,24,13
67,2016-01-01,니와시오리,0,13
68,2016-01-01,최유빈,23,13
69,2016-01-01,추예진,100,13
70,2016-01-01,정채연,3,14
71,2016-01-01,마은진,3,14
72,2016-01-01,김다니,1,14
73,2016-01-01,함예지,1,14
74,2016-01-01,박민지,100,14
75,2016-01-01,임경하,1,15
76,2016-01-01,김도연,60,15
77,2016-01-01,신혜현,2,15
78,2016-01-01,이진희,55,15
79,2016-01-01,이수현,100,15
80,2016-01-01,문현주,3,16
81,2016-01-01,박가을,9,16
82,2016-01-01,강시원,0,16
83,2016-01-01,김주나,19,16
84,2016-01-01,김민경,100,16
85,2016-01-01,심채은,1,17
86,2016-01-01,김시현,10,17
87,2016-01-01,강미나,4,17
88,2016-01-01,김윤지,11,17
89,2016-01-01,이수현,100,17
90,2016-01-01,김서경,2,18
91,2016-01-01,편강윤,0,18
92,2016-01-01,임정민,2,18
93,2016-01-01,김지성,3,18
94,2016-01-01,김소희,100,18
95,2016-01-01,성혜민,5,19
96,2016-01-01,김자연,46,19
97,2016-01-01,전소연,21,19
98,2016-01-01,유연정,7,19
99,2016-01-01,김다정,100,19
100,2016-01-01,김세정,100,20
101,2016-01-02,권은빈,1,0
102,2016-01-02,이채린,1,0
103,2016-01-02,김민지,28,0
104,2016-01-02,김민정,100,0
105,2016-01-02,김도연,11,0
106,2016-01-02,김다니,1,1
107,2016-01-02,함예지,0,1
108,2016-01-02,황인선,1,1
109,2016-01-02,정채연,1,1
110,2016-01-02,박민지,100,1
111,2016-01-02,김도희,43,2
112,2016-01-02,정은우,100,2
113,2016-01-02,황수연,2,2
114,2016-01-02,이윤서,8,2
115,2016-01-02,윤서형,1,2
116,2016-01-02,한혜리,7,3
117,2016-01-02,김다정,6,3
118,2016-01-02,김보선,2,3
119,2016-01-02,강시라,1,3
120,2016-01-02,김소희,100,3
121,2016-01-02,이세흔,100,4
122,2016-01-02,강시현,81,4
123,2016-01-02,이서정,75,4
124,2016-01-02,정해림,25,4
125,2016-01-02,편강윤,22,4
126,2016-01-02,마은진,15,5
127,2016-01-02,이진희,100,5
128,2016-01-02,황아영,8,5
129,2016-01-02,김형은,19,5
